combo_id,base,short_delta,long_delta,ivr_min,profit_target_pct,hard_exit_dte,target_dte,trades,wins,losses,win_rate,total_pnl,avg_trade,max_drawdown
453,v5_sweep,0.25,0.03,50,0.5,30,45,28,26,2,92.9,71639.81,2558.56,-893.56
449,v5_sweep,0.25,0.03,50,0.5,14,45,23,20,3,87.0,57763.98,2511.48,-4715.86
451,v5_sweep,0.25,0.03,50,0.5,21,45,23,20,3,87.0,57506.2,2500.27,-4534.72
525,v5_sweep,0.25,0.05,50,0.5,30,45,27,25,2,92.6,66933.5,2479.02,-697.1
523,v5_sweep,0.25,0.05,50,0.5,21,45,22,19,3,86.4,54342.85,2470.13,-3390.72
454,v5_sweep,0.25,0.03,50,0.75,14,30,22,20,2,90.9,54246.58,2465.75,-1150.14
521,v5_sweep,0.25,0.05,50,0.5,14,45,22,19,3,86.4,53947.5,2452.16,-4265.07
526,v5_sweep,0.25,0.05,50,0.75,14,30,22,20,2,90.9,51510.72,2341.4,-986.02
447,v5_sweep,0.25,0.03,50,0.25,30,45,30,28,2,93.3,69172.92,2305.76,-893.56
517,v5_sweep,0.25,0.05,50,0.25,21,45,24,21,3,87.5,55118.82,2296.62,-3390.72
519,v5_sweep,0.25,0.05,50,0.25,30,45,30,28,2,93.3,68832.76,2294.43,-697.1
515,v5_sweep,0.25,0.05,50,0.25,14,45,24,21,3,87.5,54723.47,2280.14,-4265.07
443,v5_sweep,0.25,0.03,50,0.25,14,45,24,21,3,87.5,53406.18,2225.26,-4715.86
445,v5_sweep,0.25,0.03,50,0.25,21,45,24,21,3,87.5,53148.4,2214.52,-4534.72
448,v5_sweep,0.25,0.03,50,0.5,14,30,27,25,2,92.6,56253.01,2083.44,-1150.14
442,v5_sweep,0.25,0.03,50,0.25,14,30,32,30,2,93.8,64381.32,2011.92,-1150.14
520,v5_sweep,0.25,0.05,50,0.5,14,30,27,25,2,92.6,53410.2,1978.16,-986.02
444,v5_sweep,0.25,0.03,50,0.25,21,30,34,32,2,94.1,65619.41,1929.98,-1001.0
593,v5_sweep,0.25,0.1,50,0.5,14,45,21,18,3,85.7,40064.37,1907.83,-3598.29
450,v5_sweep,0.25,0.03,50,0.5,21,30,30,27,3,90.0,56914.06,1897.14,-1001.0
514,v5_sweep,0.25,0.05,50,0.25,14,30,31,29,2,93.5,55890.81,1802.93,-986.02
522,v5_sweep,0.25,0.05,50,0.5,21,30,30,27,3,90.0,54048.54,1801.62,-739.84
589,v5_sweep,0.25,0.1,50,0.25,21,45,23,20,3,87.0,40549.58,1763.03,-2840.57
587,v5_sweep,0.25,0.1,50,0.25,14,45,23,20,3,87.0,40474.13,1759.74,-3598.29
591,v5_sweep,0.25,0.1,50,0.25,30,45,29,27,2,93.1,50772.57,1750.78,-628.91
446,v5_sweep,0.25,0.03,50,0.25,30,30,39,34,5,87.2,67348.63,1726.89,-1600.36
452,v5_sweep,0.25,0.03,50,0.5,30,30,39,34,5,87.2,67348.63,1726.89,-1600.36
458,v5_sweep,0.25,0.03,50,0.75,30,30,39,34,5,87.2,67348.63,1726.89,-1600.36
597,v5_sweep,0.25,0.1,50,0.5,30,45,25,23,2,92.0,42706.34,1708.25,-628.91
516,v5_sweep,0.25,0.05,50,0.25,21,30,33,30,3,90.9,56152.38,1701.59,-739.84
531,v5_sweep,0.25,0.05,50,0.75,30,45,18,15,3,83.3,30049.62,1669.42,-705.84
595,v5_sweep,0.25,0.1,50,0.5,21,45,20,17,3,85.0,32730.52,1636.53,-2840.57
518,v5_sweep,0.25,0.05,50,0.25,30,30,39,34,5,87.2,63114.91,1618.33,-1333.22
524,v5_sweep,0.25,0.05,50,0.5,30,30,39,34,5,87.2,63114.91,1618.33,-1333.22
530,v5_sweep,0.25,0.05,50,0.75,30,30,39,34,5,87.2,63114.91,1618.33,-1333.22
459,v5_sweep,0.25,0.03,50,0.75,30,45,18,14,4,77.8,28060.56,1558.92,-893.56
592,v5_sweep,0.25,0.1,50,0.5,14,30,27,25,2,92.6,42054.24,1557.56,-775.28
586,v5_sweep,0.25,0.1,50,0.25,14,30,31,29,2,93.5,46999.59,1516.12,-775.28
423,v5_sweep,0.25,0.03,20,0.75,30,45,26,17,9,65.4,39176.45,1506.79,-1323.87
243,v5_sweep,0.16,0.03,50,0.75,30,45,24,22,2,91.7,35048.59,1460.36,-611.11
495,v5_sweep,0.25,0.05,20,0.75,30,45,26,17,9,65.4,37147.36,1428.74,-1042.43
588,v5_sweep,0.25,0.1,50,0.25,21,30,33,29,4,87.9,47081.27,1426.71,-499.44
594,v5_sweep,0.25,0.1,50,0.5,21,30,30,26,4,86.7,42740.45,1424.68,-499.44
435,v5_sweep,0.25,0.03,30,0.5,30,45,31,25,6,80.6,43711.62,1410.05,-1981.34
456,v5_sweep,0.25,0.03,50,0.75,21,30,21,18,3,85.7,29322.49,1396.31,-1001.0
507,v5_sweep,0.25,0.05,30,0.5,30,45,29,22,7,75.9,40449.01,1394.79,-1783.41
503,v5_sweep,0.25,0.05,30,0.5,14,45,28,23,5,82.1,37933.24,1354.76,-4265.07
455,v5_sweep,0.25,0.03,50,0.75,14,45,15,10,5,66.7,20224.66,1348.31,-5822.7
603,v5_sweep,0.25,0.1,50,0.75,30,45,18,15,3,83.3,24152.62,1341.81,-693.81
436,v5_sweep,0.25,0.03,30,0.75,14,30,23,19,4,82.6,30630.18,1331.75,-1150.14
315,v5_sweep,0.16,0.05,50,0.75,30,45,24,22,2,91.7,31872.02,1328.0,-414.65
527,v5_sweep,0.25,0.05,50,0.75,14,45,15,10,5,66.7,19873.43,1324.9,-5390.78
241,v5_sweep,0.16,0.03,50,0.75,21,45,21,18,3,85.7,27703.53,1319.22,-2400.51
237,v5_sweep,0.16,0.03,50,0.5,30,45,29,27,2,93.1,38140.46,1315.19,-611.11
528,v5_sweep,0.25,0.05,50,0.75,21,30,20,17,3,85.0,25926.78,1296.34,-739.84
231,v5_sweep,0.16,0.03,50,0.25,30,45,32,30,2,93.8,41248.14,1289.0,-611.11
441,v5_sweep,0.25,0.03,30,0.75,30,45,21,16,5,76.2,26945.16,1283.1,-1998.36
590,v5_sweep,0.25,0.1,50,0.25,30,30,39,34,5,87.2,49782.92,1276.49,-900.57
596,v5_sweep,0.25,0.1,50,0.5,30,30,39,34,5,87.2,49782.92,1276.49,-900.57
602,v5_sweep,0.25,0.1,50,0.75,30,30,39,34,5,87.2,49782.92,1276.49,-900.57
417,v5_sweep,0.25,0.03,20,0.5,30,45,25,14,11,56.0,31728.43,1269.14,-1323.87
501,v5_sweep,0.25,0.05,30,0.25,30,45,35,29,6,82.9,44080.01,1259.43,-1783.41
227,v5_sweep,0.16,0.03,50,0.25,14,45,28,26,2,92.9,35263.34,1259.41,-2400.51
229,v5_sweep,0.16,0.03,50,0.25,21,45,28,26,2,92.9,35263.34,1259.41,-2400.51
238,v5_sweep,0.16,0.03,50,0.75,14,30,24,22,2,91.7,30024.94,1251.04,-891.24
508,v5_sweep,0.25,0.05,30,0.75,14,30,23,19,4,82.6,28631.56,1244.85,-986.02
235,v5_sweep,0.16,0.03,50,0.5,21,45,24,21,3,87.5,29554.22,1231.43,-2400.51
313,v5_sweep,0.16,0.05,50,0.75,21,45,21,18,3,85.7,25824.59,1229.74,-1790.11
429,v5_sweep,0.25,0.03,30,0.25,30,45,35,29,6,82.9,42444.75,1212.71,-1981.34
489,v5_sweep,0.25,0.05,20,0.5,30,45,25,15,10,60.0,30010.03,1200.4,-1042.43
513,v5_sweep,0.25,0.05,30,0.75,30,45,21,15,6,71.4,25117.76,1196.08,-1891.49
424,v5_sweep,0.25,0.03,30,0.25,14,30,40,36,4,90.0,47583.63,1189.59,-1150.14
309,v5_sweep,0.16,0.05,50,0.5,30,45,29,27,2,93.1,34124.27,1176.7,-414.65
567,v5_sweep,0.25,0.1,20,0.75,30,45,26,16,10,61.5,30083.5,1157.06,-904.26
497,v5_sweep,0.25,0.05,30,0.25,14,45,34,29,5,85.3,39108.4,1150.25,-4265.07
303,v5_sweep,0.16,0.05,50,0.25,30,45,32,30,2,93.8,36773.19,1149.16,-414.65
301,v5_sweep,0.16,0.05,50,0.25,21,45,28,26,2,92.9,32046.1,1144.5,-1790.11
233,v5_sweep,0.16,0.03,50,0.5,14,45,24,21,3,87.5,27335.44,1138.98,-2631.25
299,v5_sweep,0.16,0.05,50,0.25,14,45,28,26,2,92.9,31889.5,1138.91,-1790.11
307,v5_sweep,0.16,0.05,50,0.5,21,45,24,21,3,87.5,27094.14,1128.92,-1790.11
599,v5_sweep,0.25,0.1,50,0.75,14,45,15,9,6,60.0,16892.78,1126.19,-4743.76
430,v5_sweep,0.25,0.03,30,0.5,14,30,32,28,4,87.5,35962.53,1123.83,-1450.9
232,v5_sweep,0.16,0.03,50,0.5,14,30,29,27,2,93.1,32026.52,1104.36,-891.24
310,v5_sweep,0.16,0.05,50,0.75,14,30,23,22,1,95.7,25244.56,1097.59,-727.12
485,v5_sweep,0.25,0.05,20,0.5,14,45,24,16,8,66.7,26195.58,1091.48,-4265.07
226,v5_sweep,0.16,0.03,50,0.25,14,30,35,34,1,97.1,37194.08,1062.69,-891.24
305,v5_sweep,0.16,0.05,50,0.5,14,45,24,21,3,87.5,25116.96,1046.54,-2311.36
426,v5_sweep,0.25,0.03,30,0.25,21,30,42,35,7,83.3,43949.61,1046.42,-1164.29
502,v5_sweep,0.25,0.05,30,0.5,14,30,32,28,4,87.5,33463.24,1045.73,-986.02
499,v5_sweep,0.25,0.05,30,0.25,21,45,32,26,6,81.2,33219.0,1038.09,-3390.72
425,v5_sweep,0.25,0.03,30,0.25,14,45,34,29,5,85.3,35089.94,1032.06,-4715.86
228,v5_sweep,0.16,0.03,50,0.25,21,30,36,34,2,94.4,37096.8,1030.47,-614.06
234,v5_sweep,0.16,0.03,50,0.5,21,30,32,29,3,90.6,32950.24,1029.69,-614.06
240,v5_sweep,0.16,0.03,50,0.75,21,30,27,24,3,88.9,27219.96,1008.15,-614.06
496,v5_sweep,0.25,0.05,30,0.25,14,30,38,33,5,86.8,38101.4,1002.67,-1532.3
600,v5_sweep,0.25,0.1,50,0.75,21,30,19,15,4,78.9,18996.41,999.81,-499.44
304,v5_sweep,0.16,0.05,50,0.5,14,30,29,28,1,96.6,28284.16,975.32,-727.12
483,v5_sweep,0.25,0.05,20,0.25,30,45,28,17,11,60.7,27279.53,974.27,-1042.43
498,v5_sweep,0.25,0.05,30,0.25,21,30,41,32,9,78.0,39866.2,972.35,-942.17
573,v5_sweep,0.25,0.1,30,0.25,30,45,31,25,6,80.6,30006.9,967.96,-1244.51
598,v5_sweep,0.25,0.1,50,0.75,14,30,16,12,4,75.0,15483.51,967.72,-2468.68
298,v5_sweep,0.16,0.05,50,0.25,14,30,34,33,1,97.1,32366.7,951.96,-727.12
561,v5_sweep,0.25,0.1,20,0.5,30,45,25,14,11,56.0,23794.76,951.79,-904.26
230,v5_sweep,0.16,0.03,50,0.25,30,30,39,34,5,87.2,36796.55,943.5,-1241.5
236,v5_sweep,0.16,0.03,50,0.5,30,30,39,34,5,87.2,36796.55,943.5,-1241.5
242,v5_sweep,0.16,0.03,50,0.75,30,30,39,34,5,87.2,36796.55,943.5,-1241.5
432,v5_sweep,0.25,0.03,30,0.5,21,30,37,29,8,78.4,34536.42,933.42,-1164.29
427,v5_sweep,0.25,0.03,30,0.25,21,45,32,27,5,84.4,29777.19,930.54,-4534.72
585,v5_sweep,0.25,0.1,30,0.75,30,45,21,16,5,76.2,19498.25,928.49,-1182.46
300,v5_sweep,0.16,0.05,50,0.25,21,30,35,33,2,94.3,32489.25,928.26,-488.8
428,v5_sweep,0.25,0.03,30,0.25,30,30,59,48,11,81.4,54260.62,919.67,-1756.71
434,v5_sweep,0.25,0.03,30,0.5,30,30,59,48,11,81.4,54260.62,919.67,-1756.71
440,v5_sweep,0.25,0.03,30,0.75,30,30,59,48,11,81.4,54260.62,919.67,-1756.71
306,v5_sweep,0.16,0.05,50,0.5,21,30,32,29,3,90.6,29149.92,910.93,-488.8
225,v5_sweep,0.16,0.03,30,0.75,30,45,26,21,5,80.8,23190.42,891.94,-611.11
504,v5_sweep,0.25,0.05,30,0.5,21,30,36,27,9,75.0,31827.38,884.09,-942.17
509,v5_sweep,0.25,0.05,30,0.75,14,45,18,12,6,66.7,15821.09,878.95,-5390.78
569,v5_sweep,0.25,0.1,30,0.25,14,45,30,25,5,83.3,26327.72,877.59,-3598.29
431,v5_sweep,0.25,0.03,30,0.5,14,45,27,21,6,77.8,23639.38,875.53,-6490.26
312,v5_sweep,0.16,0.05,50,0.75,21,30,25,22,3,88.0,21872.41,874.9,-488.8
579,v5_sweep,0.25,0.1,30,0.5,30,45,25,19,6,76.0,21761.4,870.46,-1244.51
500,v5_sweep,0.25,0.05,30,0.25,30,30,59,48,11,81.4,50694.44,859.23,-1462.25
506,v5_sweep,0.25,0.05,30,0.5,30,30,59,48,11,81.4,50694.44,859.23,-1462.25
512,v5_sweep,0.25,0.05,30,0.75,30,30,59,48,11,81.4,50694.44,859.23,-1462.25
406,v5_sweep,0.25,0.03,20,0.25,14,30,33,24,9,72.7,28200.59,854.56,-2016.03
411,v5_sweep,0.25,0.03,20,0.25,30,45,27,16,11,59.3,22841.59,845.98,-2319.48
239,v5_sweep,0.16,0.03,50,0.75,14,45,20,16,4,80.0,16901.27,845.06,-5456.38
575,v5_sweep,0.25,0.1,30,0.5,14,45,24,19,5,79.2,20204.81,841.87,-3598.29
302,v5_sweep,0.16,0.05,50,0.25,30,30,39,34,5,87.2,32562.81,834.94,-974.36
308,v5_sweep,0.16,0.05,50,0.5,30,30,39,34,5,87.2,32562.81,834.94,-974.36
314,v5_sweep,0.16,0.05,50,0.75,30,30,39,34,5,87.2,32562.81,834.94,-974.36
437,v5_sweep,0.25,0.03,30,0.75,14,45,18,11,7,61.1,15002.25,833.46,-6490.26
479,v5_sweep,0.25,0.05,20,0.25,14,45,27,18,9,66.7,21906.2,811.34,-4265.07
568,v5_sweep,0.25,0.1,30,0.25,14,30,38,34,4,89.5,30778.05,809.95,-1594.42
408,v5_sweep,0.25,0.03,20,0.25,21,30,40,29,11,72.5,32393.87,809.85,-1463.03
311,v5_sweep,0.16,0.05,50,0.75,14,45,20,16,4,80.0,16167.48,808.37,-4836.97
297,v5_sweep,0.16,0.05,30,0.75,30,45,26,21,5,80.8,20693.04,795.89,-414.65
491,v5_sweep,0.25,0.05,20,0.75,14,45,19,12,7,63.2,14934.46,786.02,-5390.78
557,v5_sweep,0.25,0.1,20,0.5,14,45,22,13,9,59.1,17141.83,779.17,-3598.29
570,v5_sweep,0.25,0.1,30,0.25,21,30,41,31,10,75.6,31943.12,779.1,-658.0
213,v5_sweep,0.16,0.03,30,0.25,30,45,39,35,4,89.7,30337.97,777.9,-611.11
388,v5_sweep,0.25,0.03,0,0.25,14,30,34,20,14,58.8,26352.36,775.07,-2151.71
291,v5_sweep,0.16,0.05,30,0.5,30,45,31,26,5,83.9,23755.21,766.3,-414.65
407,v5_sweep,0.25,0.03,20,0.25,14,45,27,18,9,66.7,20632.12,764.15,-4715.86
438,v5_sweep,0.25,0.03,30,0.75,21,30,28,19,9,67.9,21391.33,763.98,-1164.29
510,v5_sweep,0.25,0.05,30,0.75,21,30,28,19,9,67.9,21148.23,755.29,-942.17
571,v5_sweep,0.25,0.1,30,0.25,21,45,29,24,5,82.8,21826.68,752.64,-2840.57
480,v5_sweep,0.25,0.05,20,0.25,21,30,38,24,14,63.2,28439.57,748.41,-1165.76
419,v5_sweep,0.25,0.03,20,0.75,14,45,19,11,8,57.9,13929.57,733.14,-6490.26
381,v5_sweep,0.16,0.1,50,0.5,30,45,28,26,2,92.9,20461.02,730.75,-346.46
219,v5_sweep,0.16,0.03,30,0.5,30,45,30,25,5,83.3,21120.21,704.01,-927.05
285,v5_sweep,0.16,0.05,30,0.25,30,45,39,35,4,89.7,27403.46,702.65,-414.65
379,v5_sweep,0.16,0.1,50,0.5,21,45,24,21,3,87.5,16602.57,691.77,-1132.61
377,v5_sweep,0.16,0.1,50,0.5,14,45,24,21,3,87.5,16463.38,685.97,-1409.89
576,v5_sweep,0.25,0.1,30,0.5,21,30,34,24,10,70.6,23101.1,679.44,-658.0
209,v5_sweep,0.16,0.03,30,0.25,14,45,38,35,3,92.1,25800.23,678.95,-2400.51
211,v5_sweep,0.16,0.03,30,0.25,21,45,38,35,3,92.1,25800.23,678.95,-2400.51
375,v5_sweep,0.16,0.1,50,0.25,30,45,32,30,2,93.8,21697.5,678.05,-346.46
572,v5_sweep,0.25,0.1,30,0.25,30,30,59,48,11,81.4,39904.15,676.34,-980.96
578,v5_sweep,0.25,0.1,30,0.5,30,30,59,48,11,81.4,39904.15,676.34,-980.96
584,v5_sweep,0.25,0.1,30,0.75,30,30,59,48,11,81.4,39904.15,676.34,-980.96
273,v5_sweep,0.16,0.05,20,0.5,30,45,28,19,9,67.9,18928.4,676.01,-1003.78
373,v5_sweep,0.16,0.1,50,0.25,21,45,28,26,2,92.9,18920.15,675.72,-1132.61
555,v5_sweep,0.25,0.1,20,0.25,30,45,25,14,11,56.0,16742.43,669.7,-1421.82
371,v5_sweep,0.16,0.1,50,0.25,14,45,28,26,2,92.9,18697.75,667.78,-1132.61
551,v5_sweep,0.25,0.1,20,0.25,14,45,25,16,9,64.0,16674.85,666.99,-3598.29
414,v5_sweep,0.25,0.03,20,0.5,21,30,33,22,11,66.7,21892.63,663.41,-1164.29
420,v5_sweep,0.25,0.03,20,0.75,21,30,29,18,11,62.1,19188.18,661.66,-1181.43
279,v5_sweep,0.16,0.05,20,0.75,30,45,28,17,11,60.7,18456.49,659.16,-1003.78
382,v5_sweep,0.16,0.1,50,0.75,14,30,23,22,1,95.7,15139.24,658.23,-516.38
99,v5_sweep,0.1,0.03,50,0.75,30,45,27,25,2,92.6,17635.65,653.17,-264.64
478,v5_sweep,0.25,0.05,20,0.25,14,30,30,20,10,66.7,19200.64,640.02,-1766.69
383,v5_sweep,0.16,0.1,50,0.75,14,45,19,16,3,84.2,12102.39,636.97,-1409.89
208,v5_sweep,0.16,0.03,30,0.25,14,30,44,42,2,95.5,27860.79,633.2,-891.24
210,v5_sweep,0.16,0.03,30,0.25,21,30,45,39,6,86.7,28340.77,629.79,-866.21
486,v5_sweep,0.25,0.05,20,0.5,21,30,33,21,12,63.6,20482.45,620.68,-942.17
387,v5_sweep,0.16,0.1,50,0.75,30,45,20,18,2,90.0,12408.7,620.44,-346.46
93,v5_sweep,0.1,0.03,50,0.5,30,45,29,27,2,93.1,17988.78,620.3,-264.64
283,v5_sweep,0.16,0.05,30,0.25,21,45,39,36,3,92.3,24146.97,619.15,-1790.11
267,v5_sweep,0.16,0.05,20,0.25,30,45,35,25,10,71.4,21269.01,607.69,-1003.78
87,v5_sweep,0.1,0.03,50,0.25,30,45,33,31,2,93.9,19984.51,605.59,-264.64
281,v5_sweep,0.16,0.05,30,0.25,14,45,37,33,4,89.2,22403.91,605.51,-1790.11
195,v5_sweep,0.16,0.03,20,0.25,30,45,34,25,9,73.5,20460.56,601.78,-1291.73
552,v5_sweep,0.25,0.1,20,0.25,21,30,38,23,15,60.5,22672.9,596.66,-658.0
193,v5_sweep,0.16,0.03,20,0.25,21,45,32,26,6,81.2,19044.21,595.13,-2400.51
97,v5_sweep,0.1,0.03,50,0.75,21,45,25,22,3,88.0,14862.18,594.49,-1174.02
410,v5_sweep,0.25,0.03,20,0.25,30,30,68,40,28,58.8,40277.06,592.31,-2526.04
416,v5_sweep,0.25,0.03,20,0.5,30,30,68,40,28,58.8,40277.06,592.31,-2526.04
422,v5_sweep,0.25,0.03,20,0.75,30,30,68,40,28,58.8,40277.06,592.31,-2526.04
289,v5_sweep,0.16,0.05,30,0.5,21,45,29,24,5,82.8,16461.16,567.63,-1790.11
95,v5_sweep,0.1,0.03,50,0.75,14,45,25,22,3,88.0,14100.4,564.02,-1234.35
282,v5_sweep,0.16,0.05,30,0.25,21,30,45,39,6,86.7,25345.15,563.23,-644.08
83,v5_sweep,0.1,0.03,50,0.25,14,45,31,29,2,93.5,17422.52,562.02,-1174.02
85,v5_sweep,0.1,0.03,50,0.25,21,45,31,29,2,93.5,17422.52,562.02,-1174.02
376,v5_sweep,0.16,0.1,50,0.5,14,30,30,29,1,96.7,16853.81,561.79,-516.38
